Device_ID,Device_Type,Purchase_Date,Age,Manufacturer,Model,Country,Maintenance_Cost,Downtime,Maintenance_Frequency,Failure_Event_Count,Maintenance_Class,Maintenance_Report,Operational_Hours_Est,Expected_Lifespan_Est,MTBF,Cost_Per_Hour,Lifespan_Usage_Ratio,Risk_Class,Risk_Class_Label
MD02945,PET Scanner,2021-10-24,4,ImagingTech,Model-200,USA,6046.594164507476,9.561601179198687,1,2,2,Component system reset after detecting battery wear; functionality restored. driver update performance warning,35040,12,17520.0,0.17256261885009921,0.3333333333333333,Medium Risk,1
MD01126,CT Scanner,2015-06-15,10,ScanPro,Model-500,USA,23382.11936178163,20.088933155403712,2,2,3,Routine check completed; software crash observed during diagnostics. data loss high priority failure,87600,12,43800.0,0.26691917079659394,0.8333333333333334,Medium Risk,1
MD05176,CT Scanner,2022-01-24,3,MedEquip,Model-400,Italy,1855.1432643130845,1.1196512019616134,4,0,1,software crash caused operational delay; system reset initiated. software reset quick fix,26280,12,26280.0,0.07059144841373989,0.25,Low Risk,0
MD03028,X-Ray Machine,2016-09-14,9,CardioSync,Model-150,USA,10223.279520986687,12.012967546672744,5,5,2,data lag caused operational delay; inspection initiated. reviewed logs component review,78840,12,15768.0,0.12967122680094734,0.75,High Risk,2
MD00959,Infusion Pump,2018-02-25,7,ImagingTech,Model-200,Italy,6099.466437572092,1.9243545312213155,3,1,1,sensor misalignment caused operational delay; recalibration initiated. minor issue temporary glitch,61320,12,61320.0,0.09946944614435897,0.5833333333333334,Medium Risk,1
MD01675,MRI Scanner,2022-12-24,3,RescueTech,Model-650,Japan,6985.846531854088,1.3122254223234515,4,1,1,Component system reset after detecting software crash; functionality restored. software reset quick fix,26280,12,26280.0,0.2658236884267157,0.25,Medium Risk,1
MD01921,X-Ray Machine,2014-07-07,11,ImagingTech,Model-150,Japan,6064.633858761849,2.5945588621745705,4,1,1,software crash caused operational delay; software patch initiated. minor issue temporary glitch,96360,12,96360.0,0.06293725465713833,0.9166666666666666,Medium Risk,1
MD00887,X-Ray Machine,2023-08-05,2,ScanPro,Model-550,Canada,3868.348610733117,2.79537431509056,3,0,1,circuit failure caused operational delay; firmware update initiated. minor issue quick fix,17520,12,26280.0,0.22079615358065735,0.16666666666666666,Low Risk,0
MD03710,MRI Scanner,2020-12-13,5,ScanPro,Model-300,Canada,7269.194175687582,5.935764693947984,4,3,2,data lag caused operational delay; recalibration initiated. moderate delay component review,43800,12,14600.0,0.16596333734446533,0.4166666666666667,Medium Risk,1
MD03241,MRI Scanner,2022-11-06,3,MedEquip,Model-100,Italy,23382.11936178163,3.9374131765427673,1,3,3,Component component upgrade after detecting battery wear; functionality restored. critical failure high priority failure,26280,12,8760.0,0.8897305693219799,0.25,High Risk,2
MD04062,Infusion Pump,2015-02-11,10,MedEquip,Model-250,UK,-1105.907095530372,7.563185976145363,4,2,1,Routine check completed; voltage spike observed during diagnostics. minor issue system check passed,87600,12,43800.0,-0.012624510222949453,0.8333333333333334,Medium Risk,1
MD01763,PET Scanner,2020-10-08,5,RescueTech,Model-500,France,6119.2081757392925,28.99646527970384,2,2,3,Routine check completed; battery wear observed during diagnostics. sensor replaced high priority failure,43800,12,21900.0,0.13970794921779206,0.4166666666666667,Medium Risk,1
MD00505,Infusion Pump,2021-06-14,4,UltraMed,Model-400,France,14360.086880101104,22.06774406971023,1,1,3,circuit failure caused operational delay; recalibration initiated. reboot failed hardware fault,35040,12,35040.0,0.4098198310531137,0.3333333333333333,Medium Risk,1
MD01305,PET Scanner,2022-08-30,3,MedEquip,Model-200,USA,17178.681626962898,10.04888456384465,3,2,3,Routine check completed; abnormal sound observed during diagnostics. critical failure emergency shutdown,26280,12,13140.0,0.6536789051355745,0.25,High Risk,2
MD00654,MRI Scanner,2018-10-24,7,ImagingTech,Model-650,Canada,9861.90434316903,11.239656758560386,4,3,1,Component component upgrade after detecting circuit failure; functionality restored. minor issue routine reset,61320,12,20440.0,0.16082688100406115,0.5833333333333334,Medium Risk,1
MD00790,X-Ray Machine,2022-09-04,3,ImagingTech,Model-300,Italy,3437.674050858082,4.50687925041905,2,2,1,Routine check completed; data lag observed during diagnostics. log cleaned quick fix,26280,12,13140.0,0.13080951487283418,0.25,Medium Risk,1
MD04840,Infusion Pump,2019-09-24,6,RescueTech,Model-200,Italy,6828.397167065727,7.140527869371425,3,1,1,overheating caused operational delay; recalibration initiated. minor issue system check passed,52560,12,52560.0,0.12991623225010898,0.5,Medium Risk,1
MD01963,Infusion Pump,2022-10-20,3,UltraMed,Model-400,France,4367.314952379358,7.6891147371159185,5,3,2,battery wear caused operational delay; firmware update initiated. moderate delay moderate delay,26280,12,8760.0,0.16618397840104102,0.25,Medium Risk,1
MD05120,Defibrillator,2023-08-01,2,ScanPro,Model-600,Italy,8209.28843725433,5.6990739505834895,4,2,1,Routine check completed; data lag observed during diagnostics. minor issue routine reset,17520,12,8760.0,0.46856669162410564,0.16666666666666666,Medium Risk,1
MD00272,Defibrillator,2023-04-18,2,MedEquip,Model-400,Italy,20247.48835981527,11.472327945594609,3,4,3,abnormal sound caused operational delay; firmware update initiated. sensor replaced critical malfunction,17520,12,4380.0,1.1556785593501866,0.16666666666666666,High Risk,2
MD04202,X-Ray Machine,2021-07-09,4,RescueTech,Model-100,USA,4885.820332914153,7.870291436925288,4,2,1,Routine check completed; voltage spike observed during diagnostics. log cleaned system check passed,35040,12,17520.0,0.13943551178407973,0.3333333333333333,Medium Risk,1
MD02642,Infusion Pump,2013-08-23,12,ImagingTech,Model-250,Japan,23382.11936178163,13.827839617799595,5,6,3,Component inspection after detecting abnormal sound; functionality restored. sensor replaced critical failure,105120,12,17520.0,0.22243264233049498,1.0,High Risk,2
MD02653,PET Scanner,2019-04-30,6,MedEquip,Model-250,UK,3432.975953367811,8.258345804738237,2,0,1,Routine check completed; overheating observed during diagnostics. minor issue quick fix,52560,12,26280.0,0.06531537201993552,0.5,Low Risk,0
MD04622,Defibrillator,2019-10-08,6,ScanPro,Model-300,Japan,5881.120623755288,9.964428945509038,2,1,2,Component replacement after detecting circuit failure; functionality restored. moderate delay driver update applied,52560,12,52560.0,0.11189346696642481,0.5,Medium Risk,1
MD00863,Infusion Pump,2017-09-22,8,ScanPro,Model-450,France,8088.968345629712,5.6264085374382,2,0,1,software crash caused operational delay; system reset initiated. software reset minor issue,70080,12,26280.0,0.11542477662142854,0.6666666666666666,Low Risk,0
MD00522,CT Scanner,2017-09-21,8,RescueTech,Model-600,UK,5396.443732003954,9.883528481459225,3,2,1,System performance degraded due to abnormal sound; mitigation via inspection. software reset minor issue,70080,12,35040.0,0.07700404868727104,0.6666666666666666,Medium Risk,1
MD01317,CT Scanner,2019-10-12,6,CardioSync,Model-400,UK,14768.340799289208,6.936081142495668,3,4,2,Component replacement after detecting overheating; functionality restored. reviewed logs moderate delay,52560,12,13140.0,0.28098060881448267,0.5,High Risk,2
MD02170,Defibrillator,2013-11-24,12,ImagingTech,Model-650,Italy,9918.986943700384,2.852511101069231,3,3,2,battery wear caused operational delay; recalibration initiated. reviewed logs device required inspection,105120,12,35040.0,0.0943587038023248,1.0,Medium Risk,1
MD02275,X-Ray Machine,2017-04-05,8,CardioSync,Model-600,UK,12802.056841979576,22.90227403821744,3,3,3,Routine check completed; software crash observed during diagnostics. sensor replaced high priority failure,70080,12,23360.0,0.18267775174057616,0.6666666666666666,Medium Risk,1
MD02633,MRI Scanner,2013-06-18,12,UltraMed,Model-600,Canada,827.8864179430172,2.0290354208931127,4,1,1,Routine check completed; data lag observed during diagnostics. log cleaned low priority fault,105120,12,105120.0,0.00787563182974712,1.0,Medium Risk,1
MD00225,Defibrillator,2021-10-25,4,RescueTech,Model-650,USA,1873.8200131826893,7.316015881381122,4,1,1,Component inspection after detecting voltage spike; functionality restored. software reset stable condition,35040,12,35040.0,0.053476598549734286,0.3333333333333333,Medium Risk,1
MD04224,Defibrillator,2022-05-22,3,ScanPro,Model-650,USA,2994.320317344584,14.62262574813746,1,1,2,battery wear caused operational delay; component upgrade initiated. reviewed logs performance warning,26280,12,26280.0,0.11393912927490807,0.25,Medium Risk,1
MD02326,X-Ray Machine,2017-11-24,8,ScanPro,Model-350,Japan,3654.300705629166,8.668550776339357,5,0,1,software crash caused operational delay; replacement initiated. software reset temporary glitch,70080,12,26280.0,0.052144701849731245,0.6666666666666666,Low Risk,0
MD02167,Infusion Pump,2022-09-26,3,ImagingTech,Model-550,France,5448.34580348988,5.366380017455096,4,0,1,System performance degraded due to overheating; mitigation via component upgrade. log cleaned stable condition,26280,12,26280.0,0.207319094501137,0.25,Low Risk,0
MD03447,PET Scanner,2020-07-12,5,MedEquip,Model-450,USA,2763.4411179519416,1.1772389978935731,3,2,1,System performance degraded due to sensor misalignment; mitigation via inspection. log cleaned temporary glitch,43800,12,21900.0,0.0630922629669393,0.4166666666666667,Medium Risk,1
MD04194,CT Scanner,2018-07-22,7,ImagingTech,Model-500,Italy,385.5637453997359,8.867958135027862,1,3,1,Component component upgrade after detecting software crash; functionality restored. quick fix low priority fault,61320,12,20440.0,0.006287732312454924,0.5833333333333334,Medium Risk,1
MD02905,CT Scanner,2018-12-17,7,UltraMed,Model-350,Japan,19337.681243991083,13.833512140582611,5,1,3,System performance degraded due to overheating; mitigation via component upgrade. sensor replaced critical malfunction,61320,12,61320.0,0.31535683698615596,0.5833333333333334,Medium Risk,1
MD01493,X-Ray Machine,2021-08-10,4,ScanPro,Model-650,Italy,10593.78420359698,2.48805850532324,3,1,2,Component firmware update after detecting voltage spike; functionality restored. reviewed logs component review,35040,12,35040.0,0.3023340240752563,0.3333333333333333,Medium Risk,1
MD03999,MRI Scanner,2014-01-16,11,RescueTech,Model-300,Canada,17080.364725713665,4.786274741712049,2,3,3,System performance degraded due to overheating; mitigation via component upgrade. reboot failed critical failure,96360,12,32120.0,0.17725575680483255,0.9166666666666666,Medium Risk,1
MD03761,Defibrillator,2024-01-22,1,ScanPro,Model-200,USA,3337.507812775903,2.876592833339509,3,5,1,System performance degraded due to overheating; mitigation via component upgrade. minor issue log file cleared,8760,12,1752.0,0.38099404255432684,0.08333333333333333,Medium Risk,1
MD03109,CT Scanner,2022-08-05,3,ScanPro,Model-150,Italy,6477.089275133052,5.300905345708944,4,4,1,System performance degraded due to sensor misalignment; mitigation via recalibration. minor issue system check passed,26280,12,6570.0,0.24646458428968995,0.25,Medium Risk,1
MD00177,Infusion Pump,2019-05-11,6,CardioSync,Model-600,Japan,3271.7630854695512,8.254239604390738,4,0,2,data lag caused operational delay; firmware update initiated. reviewed logs average severity report,52560,12,26280.0,0.06224815611623956,0.5,Low Risk,0
MD04879,Defibrillator,2022-10-02,3,RescueTech,Model-400,Canada,18601.925965663915,17.947965740516523,3,2,3,Component replacement after detecting abnormal sound; functionality restored. data loss sensor replacement,26280,12,13140.0,0.7078358434423103,0.25,High Risk,2
MD04321,MRI Scanner,2021-03-03,4,RescueTech,Model-300,Canada,4612.033660996989,2.913236077411702,5,1,2,Component firmware update after detecting circuit failure; functionality restored. moderate delay device required inspection,35040,12,35040.0,0.13162196521110128,0.3333333333333333,Medium Risk,1
MD02314,Defibrillator,2018-05-14,7,ImagingTech,Model-500,France,14081.706800011463,5.241036079500542,2,5,3,Routine check completed; sensor misalignment observed during diagnostics. data loss hardware fault,61320,12,12264.0,0.22964296803671663,0.5833333333333334,High Risk,2
MD02951,CT Scanner,2023-05-10,2,UltraMed,Model-650,France,15040.280213171824,28.50480046585987,5,1,3,System performance degraded due to voltage spike; mitigation via recalibration. critical failure emergency shutdown,17520,12,17520.0,0.8584634824869762,0.16666666666666666,High Risk,2
MD01274,MRI Scanner,2018-09-16,7,ScanPro,Model-250,Canada,5545.314867240058,2.491622792171715,3,1,1,System performance degraded due to voltage spike; mitigation via firmware update. minor issue routine reset,61320,12,61320.0,0.09043240161839626,0.5833333333333334,Medium Risk,1
MD02757,MRI Scanner,2023-08-04,2,RescueTech,Model-450,UK,5196.521645003558,4.492896837019022,4,2,2,Routine check completed; overheating observed during diagnostics. reviewed logs driver update applied,17520,12,8760.0,0.29660511672394735,0.16666666666666666,Medium Risk,1
MD04235,X-Ray Machine,2017-03-23,8,ScanPro,Model-550,UK,584.4964806436207,6.014803401680343,2,2,1,software crash caused operational delay; software patch initiated. log cleaned minor issue,70080,12,35040.0,0.008340417817403262,0.6666666666666666,Medium Risk,1
MD00734,X-Ray Machine,2018-09-12,7,CardioSync,Model-550,USA,13466.025528566746,6.2989965645261465,3,3,3,Component component upgrade after detecting circuit failure; functionality restored. sensor replaced system crash,61320,12,20440.0,0.21960250372744206,0.5833333333333334,High Risk,2
MD03790,PET Scanner,2020-04-20,5,UltraMed,Model-300,France,10764.607955683632,10.82703125077978,1,2,2,System performance degraded due to circuit failure; mitigation via replacement. moderate delay component review,43800,12,21900.0,0.24576730492428384,0.4166666666666667,High Risk,2
MD03636,CT Scanner,2024-03-27,1,ImagingTech,Model-500,UK,6523.960613083053,16.108035050886283,4,1,2,overheating caused operational delay; replacement initiated. moderate delay moderate delay,8760,12,8760.0,0.7447443622240929,0.08333333333333333,Medium Risk,1
MD01943,X-Ray Machine,2019-12-05,6,ImagingTech,Model-550,UK,4274.935565927233,16.830303649889967,1,2,2,Routine check completed; abnormal sound observed during diagnostics. driver update driver update applied,52560,12,26280.0,0.0813343905237297,0.5,Medium Risk,1
MD00799,X-Ray Machine,2019-09-19,6,CardioSync,Model-150,Italy,16951.307524379998,17.383919239486843,5,1,3,Routine check completed; overheating observed during diagnostics. sensor replaced emergency shutdown,52560,12,52560.0,0.3225134612705479,0.5,Medium Risk,1
MD03118,Defibrillator,2021-12-04,4,MedEquip,Model-500,Canada,3352.180377310747,5.428783718970689,1,3,1,overheating caused operational delay; replacement initiated. quick fix quick fix,35040,12,11680.0,0.09566724821092315,0.3333333333333333,Medium Risk,1
MD03989,CT Scanner,2019-07-19,6,RescueTech,Model-200,France,4203.99542930688,4.986313633336324,2,0,1,Routine check completed; battery wear observed during diagnostics. log cleaned temporary glitch,52560,12,26280.0,0.07998469233841096,0.5,Low Risk,0
MD02694,CT Scanner,2013-11-18,12,MedEquip,Model-500,UK,2181.4474640448384,6.539787878534338,3,2,1,System performance degraded due to circuit failure; mitigation via recalibration. minor issue low priority fault,105120,12,52560.0,0.02075197359251178,1.0,Medium Risk,1
MD01698,Infusion Pump,2016-12-25,9,ImagingTech,Model-100,Japan,5418.843384006113,27.551244964215428,5,0,3,Routine check completed; data lag observed during diagnostics. data loss sensor replacement,78840,12,26280.0,0.06873215859977312,0.75,Low Risk,0
MD03735,PET Scanner,2015-02-22,10,CardioSync,Model-400,UK,12426.3441289712,15.154671001642884,4,2,3,software crash caused operational delay; inspection initiated. reboot failed sensor replacement,87600,12,43800.0,0.14185324348140638,0.8333333333333334,Medium Risk,1
MD00013,Defibrillator,2023-08-27,2,CardioSync,Model-350,USA,13381.109811486018,12.855568192558874,5,1,2,voltage spike caused operational delay; system reset initiated. reviewed logs driver update applied,17520,12,17520.0,0.7637619755414394,0.16666666666666666,High Risk,2
MD01083,Defibrillator,2023-05-06,2,ScanPro,Model-350,UK,10534.981424508427,7.046750819274544,3,1,3,System performance degraded due to sensor misalignment; mitigation via component upgrade. sensor replaced emergency shutdown,17520,12,17520.0,0.6013117251431751,0.16666666666666666,High Risk,2
MD01374,X-Ray Machine,2019-07-05,6,ImagingTech,Model-150,UK,5107.4083608066885,3.7694942284188975,1,0,3,Component firmware update after detecting abnormal sound; functionality restored. critical failure high priority failure,52560,12,26280.0,0.09717291401839209,0.5,Low Risk,0
MD05291,MRI Scanner,2018-06-09,7,CardioSync,Model-350,Canada,11226.856085986576,11.464832078689629,2,3,2,Routine check completed; abnormal sound observed during diagnostics. driver update device required inspection,61320,12,20440.0,0.18308636800369496,0.5833333333333334,High Risk,2
MD00333,MRI Scanner,2016-09-19,9,ImagingTech,Model-600,Canada,7616.322788536087,14.553161514238331,1,0,2,Routine check completed; data lag observed during diagnostics. driver update component review,78840,12,26280.0,0.09660480452227406,0.75,Low Risk,0
MD01685,Infusion Pump,2015-09-12,10,ImagingTech,Model-300,France,4623.079333401145,2.8751162900998937,4,1,1,System performance degraded due to overheating; mitigation via component upgrade. minor issue log file cleared,87600,12,87600.0,0.052774878235172885,0.8333333333333334,Medium Risk,1
MD04148,Defibrillator,2018-05-08,7,ScanPro,Model-650,Canada,15164.40676774987,20.32870828047384,3,0,3,System performance degraded due to voltage spike; mitigation via firmware update. reboot failed sensor replacement,61320,12,26280.0,0.24729952328359214,0.5833333333333334,Low Risk,0
MD02637,CT Scanner,2016-07-26,9,CardioSync,Model-250,UK,6307.885069043406,1.2154920800367912,2,2,1,Component recalibration after detecting voltage spike; functionality restored. log cleaned low priority fault,78840,12,39420.0,0.08000868935874436,0.75,Medium Risk,1
MD02035,PET Scanner,2017-12-29,8,ImagingTech,Model-550,USA,6940.121983093849,7.707489388262505,4,1,1,Routine check completed; voltage spike observed during diagnostics. minor issue temporary glitch,70080,12,70080.0,0.09903142099163598,0.6666666666666666,Medium Risk,1
MD02148,PET Scanner,2022-06-04,3,MedEquip,Model-400,USA,15175.87799679714,10.932762604618954,5,2,3,battery wear caused operational delay; system reset initiated. critical failure critical malfunction,26280,12,13140.0,0.5774687213393128,0.25,High Risk,2
MD02630,Defibrillator,2020-09-25,5,UltraMed,Model-550,UK,12178.760783286703,24.931640328939505,1,3,3,System performance degraded due to data lag; mitigation via inspection. reboot failed high priority failure,43800,12,14600.0,0.2780538991617969,0.4166666666666667,High Risk,2
MD04476,Defibrillator,2023-04-27,2,UltraMed,Model-300,Japan,23382.11936178163,4.223876141697351,3,5,3,Component replacement after detecting circuit failure; functionality restored. data loss emergency shutdown,17520,12,3504.0,1.3345958539829699,0.16666666666666666,High Risk,2
MD04899,CT Scanner,2022-06-14,3,UltraMed,Model-250,USA,23382.11936178163,25.575958753058146,5,2,3,voltage spike caused operational delay; firmware update initiated. reboot failed sensor replacement,26280,12,13140.0,0.8897305693219799,0.25,High Risk,2
MD02708,Defibrillator,2019-07-28,6,CardioSync,Model-200,Italy,8841.04447496688,13.407092377542089,5,4,2,System performance degraded due to data lag; mitigation via inspection. moderate delay driver update applied,52560,12,13140.0,0.16820860873224658,0.5,Medium Risk,1
MD04487,Infusion Pump,2013-12-26,12,CardioSync,Model-150,Italy,9299.868934047172,27.981393055785432,1,2,3,data lag caused operational delay; component upgrade initiated. sensor replaced emergency shutdown,105120,12,52560.0,0.0884690728124731,1.0,Medium Risk,1
MD05357,MRI Scanner,2015-09-25,10,RescueTech,Model-350,USA,15447.453475882132,15.027721774618092,1,4,3,Routine check completed; data lag observed during diagnostics. reboot failed high priority failure,87600,12,21900.0,0.1763407931036773,0.8333333333333334,High Risk,2
MD01355,Defibrillator,2023-08-28,2,ScanPro,Model-300,France,7567.301292166805,8.880442619863839,1,1,3,sensor misalignment caused operational delay; replacement initiated. reboot failed high priority failure,17520,12,17520.0,0.43192358973554823,0.16666666666666666,Medium Risk,1
MD05145,Infusion Pump,2023-12-14,2,ImagingTech,Model-100,UK,14070.464077847266,9.826975037733542,3,3,3,System performance degraded due to overheating; mitigation via software patch. data loss critical malfunction,17520,12,5840.0,0.8031086802424239,0.16666666666666666,High Risk,2
MD00678,Infusion Pump,2017-07-12,8,ScanPro,Model-350,Japan,8854.740835497692,15.666024947241295,4,2,3,Component software patch after detecting data lag; functionality restored. reboot failed urgent inspection needed,70080,12,35040.0,0.12635189548369996,0.6666666666666666,Medium Risk,1
MD01366,X-Ray Machine,2019-06-14,6,ScanPro,Model-350,Canada,2589.1556170305525,5.557767488743512,5,1,1,Routine check completed; voltage spike observed during diagnostics. minor issue routine reset,52560,12,52560.0,0.04926095161778068,0.5,Medium Risk,1
MD01429,X-Ray Machine,2021-06-03,4,MedEquip,Model-350,Japan,7105.9046384178655,9.260285848012844,5,1,3,Routine check completed; voltage spike observed during diagnostics. sensor replaced hardware fault,35040,12,35040.0,0.20279408214662858,0.3333333333333333,Medium Risk,1
MD01588,MRI Scanner,2016-04-02,9,ImagingTech,Model-250,UK,6643.739579173527,18.15011283696101,2,1,2,Component replacement after detecting voltage spike; functionality restored. reviewed logs performance warning,78840,12,78840.0,0.08426864001995849,0.75,Medium Risk,1
MD03547,Infusion Pump,2013-04-16,12,RescueTech,Model-300,Canada,-763.5857407383947,12.282522733050095,3,4,2,software crash caused operational delay; firmware update initiated. reviewed logs device required inspection,105120,12,26280.0,-0.007263943500174988,1.0,Medium Risk,1
MD04931,MRI Scanner,2023-12-26,2,ScanPro,Model-500,Japan,11583.062056053355,21.81267636824332,1,1,3,Routine check completed; software crash observed during diagnostics. critical failure sensor replacement,17520,12,17520.0,0.6611336789984792,0.16666666666666666,High Risk,2
MD01971,X-Ray Machine,2018-01-17,7,CardioSync,Model-500,Italy,4881.692380495465,16.176616825377668,4,2,2,data lag caused operational delay; system reset initiated. driver update driver update applied,61320,12,30660.0,0.07961011709875188,0.5833333333333334,Medium Risk,1
MD04614,MRI Scanner,2013-08-29,12,ImagingTech,Model-200,USA,4427.0699995000905,7.76669496635001,5,3,1,software crash caused operational delay; replacement initiated. minor issue system check passed,105120,12,35040.0,0.0421144406345138,1.0,Medium Risk,1
MD00682,MRI Scanner,2015-11-03,10,ScanPro,Model-200,UK,18134.90840453617,20.90609066392921,1,1,3,System performance degraded due to data lag; mitigation via replacement. critical failure high priority failure,87600,12,87600.0,0.20701950233488778,0.8333333333333334,Medium Risk,1
MD03708,Infusion Pump,2018-05-10,7,UltraMed,Model-550,France,1494.3888805303986,6.111540392640442,3,1,3,System performance degraded due to circuit failure; mitigation via replacement. data loss hardware fault,61320,12,61320.0,0.024370333994298738,0.5833333333333334,Medium Risk,1
MD00185,Infusion Pump,2019-01-15,6,ImagingTech,Model-500,France,13002.81088520324,13.9456563441531,4,4,2,software crash caused operational delay; recalibration initiated. moderate delay performance warning,52560,12,13140.0,0.24738985702441477,0.5,High Risk,2
MD02734,CT Scanner,2016-03-15,9,CardioSync,Model-550,Italy,4973.851770938332,4.426436637610171,5,4,3,Component inspection after detecting data lag; functionality restored. data loss urgent inspection needed,78840,12,19710.0,0.06308792200581345,0.75,Medium Risk,1
MD03643,PET Scanner,2016-02-28,9,CardioSync,Model-100,Italy,8194.777500113341,22.170978365424364,3,2,3,Routine check completed; overheating observed during diagnostics. data loss system crash,78840,12,39420.0,0.10394187595273137,0.75,Medium Risk,1
MD04315,X-Ray Machine,2023-06-12,2,RescueTech,Model-150,Japan,21745.460070542013,28.99646527970384,3,3,3,Component inspection after detecting sensor misalignment; functionality restored. sensor replaced critical malfunction,17520,12,5840.0,1.2411792277706628,0.16666666666666666,High Risk,2
MD00552,Defibrillator,2018-07-31,7,ImagingTech,Model-250,Canada,930.2242048759712,16.054149461908825,4,5,3,Routine check completed; battery wear observed during diagnostics. reboot failed high priority failure,61320,12,12264.0,0.015169996817938212,0.5833333333333334,Medium Risk,1
MD02640,Infusion Pump,2021-07-24,4,RescueTech,Model-400,Italy,278.6945853951653,10.67480191131504,5,0,1,Routine check completed; overheating observed during diagnostics. software reset routine reset,35040,12,26280.0,0.007953612596893986,0.3333333333333333,Low Risk,0
MD03910,PET Scanner,2016-11-29,9,ScanPro,Model-300,Italy,4226.891199873124,7.694386405464271,2,1,1,System performance degraded due to battery wear; mitigation via system reset. quick fix temporary glitch,78840,12,78840.0,0.05361353627439274,0.75,Medium Risk,1
MD00381,PET Scanner,2021-01-31,4,RescueTech,Model-150,Japan,10228.806241758555,20.56472831271867,2,2,3,System performance degraded due to voltage spike; mitigation via component upgrade. critical failure urgent inspection needed,35040,12,17520.0,0.2919179863515569,0.3333333333333333,High Risk,2
MD01265,X-Ray Machine,2022-07-31,3,UltraMed,Model-550,USA,1295.141350769481,10.961432895925682,1,2,1,System performance degraded due to battery wear; mitigation via software patch. quick fix quick fix,26280,12,13140.0,0.049282395386966556,0.25,Medium Risk,1
MD02887,X-Ray Machine,2018-05-04,7,ScanPro,Model-150,Japan,7795.94617275476,6.977124886104587,1,2,1,data lag caused operational delay; system reset initiated. software reset low priority fault,61320,12,30660.0,0.1271354561766921,0.5833333333333334,Medium Risk,1
MD01325,CT Scanner,2021-08-05,4,RescueTech,Model-400,Japan,16224.214108528098,6.77330793315528,5,0,3,abnormal sound caused operational delay; firmware update initiated. sensor replaced hardware fault,35040,12,26280.0,0.4630198090333361,0.3333333333333333,Low Risk,0
MD03738,PET Scanner,2021-07-31,4,ScanPro,Model-350,Canada,14015.828072102888,9.332629812942669,2,1,3,System performance degraded due to overheating; mitigation via firmware update. sensor replaced critical malfunction,35040,12,35040.0,0.39999509338193173,0.3333333333333333,Medium Risk,1
MD03035,Defibrillator,2014-09-06,11,ScanPro,Model-100,Canada,2811.704848980086,8.686050391523677,2,3,2,data lag caused operational delay; component upgrade initiated. component issue device required inspection,96360,12,32120.0,0.029179170288294788,0.9166666666666666,Medium Risk,1
MD01139,X-Ray Machine,2014-02-10,11,MedEquip,Model-400,France,2105.39571494294,3.174187880734676,4,3,2,Component inspection after detecting circuit failure; functionality restored. driver update moderate delay,96360,12,32120.0,0.0218492705992418,0.9166666666666666,Medium Risk,1
MD04469,PET Scanner,2017-12-03,8,ImagingTech,Model-300,Canada,19789.956707206296,26.166626325445392,5,0,3,Component recalibration after detecting data lag; functionality restored. data loss urgent inspection needed,70080,12,26280.0,0.2823909347489483,0.6666666666666666,Low Risk,0
MD02742,PET Scanner,2016-02-01,9,UltraMed,Model-200,UK,5386.394980947231,2.021811167052387,2,0,1,Routine check completed; software crash observed during diagnostics. log cleaned low priority fault,78840,12,26280.0,0.06832058575529212,0.75,Low Risk,0
MD02989,Defibrillator,2014-06-11,11,CardioSync,Model-300,Canada,3798.500418346888,1.986530048165516,3,0,1,System performance degraded due to abnormal sound; mitigation via inspection. log cleaned system check passed,96360,12,26280.0,0.0394198881106983,0.9166666666666666,Low Risk,0
MD05334,X-Ray Machine,2014-12-25,11,MedEquip,Model-350,Canada,11872.41307571248,8.919076199836086,3,4,3,circuit failure caused operational delay; system reset initiated. reboot failed hardware fault,96360,12,24090.0,0.12320893602856456,0.9166666666666666,Medium Risk,1
MD01825,Infusion Pump,2016-12-31,9,MedEquip,Model-150,Japan,16573.984523804913,4.04793167835603,1,4,2,Routine check completed; voltage spike observed during diagnostics. driver update component review,78840,12,19710.0,0.21022304063679495,0.75,High Risk,2
MD04778,PET Scanner,2020-09-07,5,MedEquip,Model-450,Japan,5123.55625088318,8.896299901769446,3,5,1,Component component upgrade after detecting abnormal sound; functionality restored. software reset routine reset,43800,12,8760.0,0.11697617011148813,0.4166666666666667,Medium Risk,1
MD00921,Defibrillator,2021-06-03,4,UltraMed,Model-200,Japan,9120.430413974613,11.560256927869313,2,3,2,data lag caused operational delay; system reset initiated. moderate delay component review,35040,12,11680.0,0.2602862561065814,0.3333333333333333,Medium Risk,1
MD04452,X-Ray Machine,2020-07-30,5,ImagingTech,Model-150,France,10784.164015814764,15.64591722379354,2,1,2,voltage spike caused operational delay; inspection initiated. moderate delay average severity report,43800,12,43800.0,0.24621379031540558,0.4166666666666667,Medium Risk,1
MD04124,Defibrillator,2014-03-16,11,CardioSync,Model-350,USA,14675.68065353996,18.78991342884867,5,2,3,Routine check completed; battery wear observed during diagnostics. critical failure urgent inspection needed,96360,12,48180.0,0.15230054642527976,0.9166666666666666,Medium Risk,1
MD04041,CT Scanner,2020-03-06,5,CardioSync,Model-250,Italy,8873.523962653666,7.765640927977487,5,2,2,Component replacement after detecting voltage spike; functionality restored. reviewed logs driver update applied,43800,12,21900.0,0.20259187129346268,0.4166666666666667,Medium Risk,1
